image_path,label
data/Op3176_DefectMap\740117_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740117_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740117_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740117_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740117_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740118_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740118_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740118_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740118_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740118_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740118_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740120_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740120_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740120_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740120_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740120_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740120_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740122_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740122_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740122_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740122_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740122_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740122_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740126_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740126_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740126_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740126_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740126_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740126_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740128_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740128_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740128_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740128_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740128_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740128_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740172_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740172_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740172_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740172_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740172_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740172_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740176_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740176_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740176_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740176_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740176_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740176_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740177_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740177_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740177_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740177_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740177_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740177_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740178_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740178_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740178_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740178_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740178_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740178_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740179_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740179_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740179_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740179_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740179_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740179_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740182_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740182_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740182_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740182_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740182_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740182_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740223_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740223_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740223_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740223_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740223_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740223_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740224_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740224_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740224_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740224_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740224_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740224_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740225_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740225_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740225_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740225_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740225_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740225_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740229_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740229_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740229_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740229_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740229_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740229_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740235_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740235_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740235_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\740235_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\740235_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740235_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740237_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740237_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740237_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\740237_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740237_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740237_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740293_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740293_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740293_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740293_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740293_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740293_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740305_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740305_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740305_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740305_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740305_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740305_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740308_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740308_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740308_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740308_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740308_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740308_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740310_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740310_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740310_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740310_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740310_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740310_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740313_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740313_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740313_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740313_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740313_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740313_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740342_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740342_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740342_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740342_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740342_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740342_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740343_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740343_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740343_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740343_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740343_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740343_31764_R1_PASS3.PNG,2
data/Op3176_DefectMap\740358_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740358_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740358_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740358_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740358_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740358_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740359_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740359_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740359_31764_R1_PASS2.PNG,-1
data/Op3176_DefectMap\740359_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740359_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740359_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740376_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740376_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740376_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\740376_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\740376_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740376_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740377_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740377_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740377_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\740377_31764_R1_PASS2.PNG,5
data/Op3176_DefectMap\740377_31764_R1_PASS3.PNG,5
data/Op3176_DefectMap\740377_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740389_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740389_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740389_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740389_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740389_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740389_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740390_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740390_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740390_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740390_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740390_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740390_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740395_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740395_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740395_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740395_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740395_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740395_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740396_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740396_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740396_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740396_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740396_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740396_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740404_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740404_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740404_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740404_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740404_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740404_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740437_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740437_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740437_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740437_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740437_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740437_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740441_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740441_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740441_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740441_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740441_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740441_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740459_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740459_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740459_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740459_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740459_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740459_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740511_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740511_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740511_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740511_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740511_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740511_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740513_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740513_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740513_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740513_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740513_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740513_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740516_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740516_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740516_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740516_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740516_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740516_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740517_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740517_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740517_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740517_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740517_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740517_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740527_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740527_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740527_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740527_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740527_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740527_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740532_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740532_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740532_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740532_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740532_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740532_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740533_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740533_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740533_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740533_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740533_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740533_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740534_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740534_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740534_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740534_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740534_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740534_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740535_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740535_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740535_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740535_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740535_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740535_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740536_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740536_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740536_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740536_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740536_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740536_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740537_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740537_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740537_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740537_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740537_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740537_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740538_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740538_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740538_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740538_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740538_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740538_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740541_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740541_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740541_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740541_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740541_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740541_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740545_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740545_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740545_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740545_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740545_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740545_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740568_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740568_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740568_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740568_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740568_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740568_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740569_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740569_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740569_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740569_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740569_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740569_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740570_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740570_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740570_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740570_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740570_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740570_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740621_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740621_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740621_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740621_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740621_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740621_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740621_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\740621_31764_R2_PASS1.PNG,-1
data/Op3176_DefectMap\740621_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\740621_31764_R2_PASS2.PNG,4
data/Op3176_DefectMap\740621_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\740621_31764_R2_PASS3.PNG,-1
data/Op3176_DefectMap\740625_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740625_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740625_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740625_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740625_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740625_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740626_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740626_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740626_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740626_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740626_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740626_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740630_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740630_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740630_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740630_31764_R1_PASS2.PNG,6
data/Op3176_DefectMap\740630_31764_R1_PASS3.PNG,6
data/Op3176_DefectMap\740630_31764_R1_PASS3.PNG,6
data/Op3176_DefectMap\740631_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740631_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740631_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740631_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740631_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740631_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740634_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740634_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740634_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740634_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740634_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740634_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740667_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740667_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740667_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740667_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740667_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740667_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740669_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740669_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740669_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740669_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740669_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740669_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740670_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740670_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740670_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740670_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740670_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740670_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740773_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740773_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740773_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740773_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740773_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740773_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740776_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740776_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740776_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740776_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740776_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740776_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740827_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740827_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740827_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740827_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740827_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740827_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740828_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740828_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740828_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740828_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740828_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740828_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740829_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740829_31764_R1_PASS1.PNG,-1
data/Op3176_DefectMap\740829_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740829_31764_R1_PASS2.PNG,4
data/Op3176_DefectMap\740829_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740829_31764_R1_PASS3.PNG,-1
data/Op3176_DefectMap\740830_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740830_31764_R1_PASS1.PNG,2
data/Op3176_DefectMap\740830_31764_R1_PASS2.PNG,4
